time;PWV APEX;PWV UCSC;Humedad;Temperatura
1690200060;0.542369592;0.443611142;14.0;-6.5
1690221660;0.800781442;0.686767714;8.6;-1.4
1690243260;1.119379231;0.971713183;13.5;-1.9
1690264860;0.899052147;0.703017414;20.3;-7.4
1690286460;1.393940719;1.316920411;22.0;-9.0
1690308060;1.670135847;1.536643067;15.1;-2.8
1690329660;1.191336181;1.122104956;22.0;-3.4
1690351260;1.335430944;1.260639108;38.9;-8.4
1690372860;1.164849811;1.043621281;44.4;-8.7
1690394460;0.952622225;0.764746194;25.4;-3.3
1690416060;1.10510705;1.066529689;25.7;-4.1
1690437660;1.134915203;0.961205856;38.1;-8.2
1690459260;0.958826019;0.8278921;40.6;-10.5
1690480860;0.860665364;0.765871169;21.7;-5.2
1690502460;1.261114664;1.190335408;26.9;-5.0
1690524060;0.998252261;0.776163836;18.3;-5.7
1690545660;0.887138122;0.636995614;16.1;-5.4
1690567260;0.793661444;0.571703867;14.1;-1.3
1690588860;1.145193022;1.226308536;10.7;0.5
1690610460;0.908778314;0.744583478;14.8;-3.1
1690632060;0.489471608;0.355271147;18.3;-5.6
1690653660;0.467379333;0.38452175;7.3;1.3
1690675260;0.980338964;0.859397861;10.3;1.6
1690696860;0.747996181;0.643426333;10.6;-1.7
1690718460;0.532370231;0.436168992;9.8;-2.1
1690740060;0.518842925;0.493330858;5.5;3.1
1690761660;0.857830106;0.808529114;5.7;4.0
1690783260;0.712077336;0.570238586;6.0;1.0
1690804860;0.691106222;0.550423053;7.6;-1.4
1690826460;0.722105061;0.554692958;6.1;3.4
1690848060;1.179512669;0.984894994;7.5;3.5
1690869660;0.690519992;0.533990561;9.1;0.8
1690891260;0.364457075;0.235580761;6.4;1.0
1690912860;0.407373475;0.355230308;4.0;4.8
1690934460;0.904937147;0.752452842;6.1;4.5
1690956060;0.705472881;0.574195175;7.2;1.2
1690977660;0.397557381;0.340937044;5.8;0.0
1690999260;0.412138897;0.378071958;3.0;4.4
1691020860;0.670886964;0.562818411;5.2;3.5
1691042460;0.601520858;0.503528994;4.7;0.8
1691064060;0.31602705;0.203434592;5.2;-0.5
1691085660;0.369596033;0.319689478;4.9;2.8
1691107260;0.854606078;0.713934314;6.6;2.2
1691128860;0.708255472;0.557209975;7.3;-0.6
1691150460;0.881135961;0.749728531;5.8;-1.2
1691172060;1.142326344;1.021221144;7.2;2.8
1691193660;1.1867648;1.117265836;8.9;1.6
1691215260;0.947292308;0.820315758;12.3;-1.1
1691236860;1.179612086;1.024927558;17.2;-3.2
1691258460;1.648288178;1.481902136;18.2;-0.1
1691280060;1.893623406;1.719406867;20.0;-0.8
1691301660;2.350021428;1.962572106;34.6;-5.6
1691323260;2.441689939;2.01577425;43.9;-8.3
1691344860;1.632484011;1.495170161;26.4;-3.8
1691366460;1.368313194;1.298746744;24.6;-3.3
1691388060;1.206839614;1.040026144;34.9;-7.0
1691409660;0.700271622;0.558494683;29.0;-7.1
1691431260;0.721084294;0.587161072;17.1;-3.0
1691452860;1.279856875;1.209844967;18.7;-2.7
1691474460;1.500524831;1.338989175;32.6;-7.9
1691496060;1.65155305;1.526209619;42.3;-8.7
1691517660;1.245530222;1.099815272;25.4;-4.6
1691539260;1.525722439;1.437031353;20.6;-3.2
1691560860;1.535624661;1.342999886;29.7;-7.4
1691582460;1.237898069;1.068777961;6.0;-4.0
1691604060;1.098558853;1.002025408;8.5;-0.4
1691625660;1.612386061;1.482388592;21.6;-3.7
1691647260;1.582466414;1.417740411;34.7;-7.3
1691668860;1.407652492;1.229351258;38.6;-8.5
1691690460;1.373100403;1.261802803;18.4;-2.4
1691712060;1.434654878;1.307554472;19.4;-2.1
1691733660;0.810970033;0.656836589;14.6;-3.7
1691755260;0.785509731;0.631418917;3.5;-3.0
1691776860;0.897284164;0.769133111;6.4;0.1
1691798460;1.376159136;1.310871275;11.7;-0.8
1691820060;1.349441064;1.194550639;14.1;-3.2
1691841660;1.581609953;1.438819806;12.6;-3.4
1691863260;2.390420742;2.005819789;18.3;0.2
1691884860;2.185648703;1.836566306;20.4;-2.0
1691906460;1.991933522;1.748042125;22.3;-3.7
1691928060;2.150847825;1.852654483;28.4;-4.8
1691949660;2.187525181;1.931994397;19.6;-0.7
1691971260;2.169866142;1.896505644;17.8;-1.2
1691992860;1.387998817;1.229648919;23.6;-4.9
1692014460;0.973664375;0.816434228;21.9;-4.9
1692036060;0.850721336;0.850506264;11.7;0.7
1692057660;1.514062558;1.395697119;14.5;0.1
1692079260;1.053393569;0.899602753;18.6;-4.2
1692100860;0.976839175;0.817323956;14.4;-3.4
1692122460;0.923052378;0.811086817;12.4;0.1
1692144060;1.075543803;0.950122408;17.8;-0.8
1692165660;0.685827661;0.550044189;21.3;-4.0
1692187260;0.539787083;0.425246039;17.9;-4.4
1692208860;0.557020967;0.494311336;10.4;-0.2
1692230460;0.796793306;0.710185039;17.7;-1.4
1692252060;0.556517178;0.437259867;25.7;-6.0
1692273660;0.497837586;0.423448636;9.8;-6.1
1692295260;0.734035369;0.674369131;12.1;-2.8
1692316860;1.40444995;1.375647797;26.3;-4.4
1692338460;1.233411208;1.120829211;47.6;-10.8
1692360060;1.330837017;1.214867081;46.0;-12.6
1692381660;1.3526085;1.269293908;30.2;-7.0
1692403260;1.273359919;1.176814917;21.3;-6.6
1692424860;1.078628644;0.938315353;25.4;-10.2
1692446460;1.345642133;1.221034658;25.1;-10.6
1692468060;1.913574536;1.709872867;21.5;-4.9
1692489660;1.670117389;1.535765722;20.2;-2.5
1692511260;0.99443185;0.901990978;18.0;-2.3
1692532860;0.696789547;0.646443147;15.9;-2.2
1692554460;0.571475106;0.531073761;13.8;-2.0
1692576060;0.798978919;0.732433517;14.2;-2.9
1692597660;0.588380053;0.55017025;15.2;-5.4
1692619260;0.414470711;0.416751739;9.6;-4.8
1692640860;0.359899278;0.404243514;5.2;-0.6
1692662460;0.482352836;0.525985778;8.1;-1.5
1692684060;0.407204367;0.364795914;13.6;-6.3
1692705660;0.269134119;0.248605578;5.9;-5.9
1692727260;0.276330658;0.284655614;3.1;-0.8
1692748860;0.307908181;0.362246111;4.2;-1.4
1692770460;0.263261317;0.225448306;8.1;-5.5
1692792060;0.223671072;0.152874164;6.0;-5.7
1692813660;0.2375053;0.225085992;3.7;-1.7
1692835260;0.282598603;0.313080822;3.7;-1.7
1692856860;0.282981842;0.238400717;6.9;-5.8
1692878460;0.269539689;0.196006156;7.1;-6.7
1692900060;0.265526519;0.238300983;5.0;-1.9
1692921660;0.327923775;0.365694281;5.9;-2.3
1692943260;0.327847419;0.316525278;8.6;-7.2
1692964860;0.328580283;0.296934894;9.1;-7.8
1692986460;0.381924533;0.356864833;6.0;-3.0
1693008060;0.529629281;0.488986769;5.6;-2.5
1693029660;0.552702408;0.518610453;9.9;-8.0
1693051260;0.580737569;1.171862008;12.5;-8.1
1693072860;1.211187683;1.502054294;31.1;-3.6
1693094460;1.537079828;1.428057439;25.9;-2.8
1693116060;1.390428211;1.304527553;34.2;-6.9
1693137660;1.152433983;1.034605586;53.6;-10.5
1693159260;0.989674111;0.871626475;23.3;-3.7
1693180860;1.176151522;1.100944894;16.1;-2.0
1693202460;0.966812858;0.878522067;23.8;-8.0
1693224060;0.990195944;0.927214797;31.4;-8.4
1693245660;1.633620325;1.5188845;41.0;-3.2
1693267260;1.547372228;1.459371925;30.4;-2.6
1693288860;1.119391347;1.080004161;35.5;-6.8
1693310460;0.78668795;0.677701669;43.4;-8.9
1693332060;0.763431533;0.687228797;21.5;-2.9
1693353660;1.302652125;1.227543986;19.2;-1.2
1693375260;1.230247372;1.078268583;32.7;-6.9
1693396860;1.262153606;1.198238442;28.1;-7.8
1693418460;1.226626233;1.155908858;10.5;-2.0
1693440060;1.37481265;1.294253253;15.7;-1.4
1693461660;1.257384625;1.159910853;19.0;-4.2
1693483260;1.148919428;1.062387028;17.0;-4.1
1693504860;1.310633806;1.223081522;13.2;0.4
1693526460;1.640194819;1.498036181;16.6;-0.9
1693548060;1.601569658;1.448781853;27.6;-6.2
1693569660;1.179304872;1.051952175;36.2;-8.2
1693591260;0.674338681;0.640126219;20.3;-2.5
1693612860;1.158624339;1.125431761;25.5;-2.8
1693634460;0.693470889;0.586306575;31.3;-8.2
1693656060;0.456555356;0.330161839;19.8;-7.4
1693677660;0.473635714;0.426147569;15.2;-2.3
1693699260;1.050883947;1.139428617;28.3;-3.6
1693720860;0.734565311;0.572744033;50.3;-9.4
1693742460;0.863498608;0.690553478;42.2;-10.6
1693764060;1.447388986;1.299674272;31.6;-4.3
1693785660;2.306990275;2.121982556;20.2;-6.2
1693807260;0.539451292;1.472887942;15.2;-5.4
1693828860;0.414470711;0.551503314;9.6;-4.8
1693850460;0.359899278;0.682497053;5.2;-0.6
1693872060;0.482352836;1.30983395;8.1;-1.5
1693893660;0.869136914;0.765968969;17.3;-6.7
1693915260;0.636607944;0.571119483;14.3;-7.8
1693936860;0.619532686;0.571806314;10.3;-0.6
1693958460;0.674733206;0.652323936;10.4;0.0
1693980060;0.58567475;0.536880158;19.2;-6.5
1694001660;0.649724608;0.572925597;16.2;-7.6
1694023260;0.966381931;0.864228117;8.0;-0.7
1694044860;0.960642008;0.881845306;11.0;-2.2
1694066460;1.130067017;1.025287372;21.3;-9.1
1694088060;0.991058986;0.870514294;18.7;-9.8
1694109660;0.957675094;0.874369661;14.6;-4.4
1694131260;0.890487647;0.844073572;14.3;-3.4
1694152860;1.199471936;1.1135869;39.0;-9.0
1694174460;0.859095697;0.765556533;28.5;-10.5
1694196060;1.1489717;1.063363014;14.1;-4.4
1694217660;1.370730992;1.285676486;16.3;-3.6
1694239260;0.782953769;0.680196547;23.4;-8.2
1694260860;0.637083211;0.540653964;19.3;-7.4
1694282460;0.778650872;0.680724611;8.9;-0.7
1694304060;1.114086644;1.031138431;9.6;-0.5
1694325660;1.257253203;1.15164725;13.4;-2.4
1694347260;1.095152442;0.974077039;11.2;-1.5
1694368860;0.801618267;0.695168525;4.8;3.3
1694390460;0.925833642;0.845862533;6.8;2.1
1694412060;0.694340417;0.580033264;9.0;-2.1
1694433660;0.581483333;0.498605925;8.7;-4.2
1694455260;0.505857058;0.460690472;3.7;1.4
1694476860;0.745460028;0.708791597;11.3;-0.3
1694498460;0.599104825;0.510928472;14.2;-5.7
1694520060;0.660835356;0.560551381;11.3;-8.3
1694541660;1.04051855;0.988948367;11.5;-1.7
1694563260;1.575056414;1.435879683;22.8;-5.0
1694584860;1.000065389;0.879570911;37.8;-10.6
1694606460;0.758546569;0.64847415;28.1;-13.2
1694628060;0.891905942;0.789922206;11.5;-5.6
1694649660;1.292523786;1.218240944;13.7;-4.1
1694671260;1.122249844;0.982351267;19.8;-8.3
1694692860;1.026819058;0.888774306;24.3;-5.9
1694714460;1.313163022;1.216200364;17.2;-0.8
1694736060;1.396063111;1.316870431;15.3;-0.5
1694757660;0.967473311;0.843512997;18.9;-3.7
1694779260;0.680427192;0.548895372;16.9;-3.4
1694800860;0.881661775;0.733614656;9.2;3.9
1694822460;1.222299881;1.108436133;9.8;2.2
1694844060;0.880925217;0.781840314;7.9;0.0
1694865660;0.581806514;0.488733258;7.0;-0.4
1694887260;0.511240475;0.471411808;4.1;5.6
1694908860;1.101794703;1.003531561;16.3;1.4
1694930460;0.982143878;0.839518189;27.3;-3.1
1694952060;1.232303597;1.128963192;18.7;-3.3
1694973660;1.684327556;1.531489092;15.8;0.5
1694995260;2.090634447;1.836331419;21.7;-1.1
1695016860;1.937465881;1.718392986;30.9;-5.7
1695038460;1.792153111;1.63282035;30.8;-7.3
1695060060;1.285782983;1.242544778;15.4;-0.1
1695081660;1.349769253;1.284165886;17.9;-0.5
1695103260;1.06199375;1.004924408;28.9;-6.9
1695124860;2.049887056;1.816781172;26.1;-7.7
1695146460;2.159831328;1.853147194;11.7;-0.8
1695168060;1.977959008;1.7436047;17.3;-0.5
1695189660;1.862100394;1.670216856;26.0;-6.0
1695211260;1.736663511;1.611629511;30.1;-6.8
1695232860;2.044044753;1.805775389;24.2;-1.1
1695254460;1.771822725;1.638745389;18.1;-0.2
1695276060;1.740290058;1.597606147;30.5;-5.6
1695297660;1.458328408;1.366996375;37.4;-7.1
1695319260;1.008037497;0.899233267;23.6;-1.5
1695340860;1.154778622;1.094565578;21.7;-0.2
1695362460;1.141368147;1.044603472;29.3;-3.9
1695384060;0.733954439;0.632534403;26.5;-3.6
1695405660;0.651906717;0.627648378;13.1;2.9
1695427260;1.001337322;0.971124594;16.9;1.9
1695448860;0.875531758;0.761132781;14.9;-0.6
1695470460;0.371080217;0.2695116;6.8;-0.3
1695492060;0.352956822;0.319213283;3.7;5.6
1695513660;0.869768214;0.781972961;13.1;3.5
1695535260;1.091499292;0.939937256;15.8;0.9
1695556860;1.112003064;1.038702603;17.1;-0.2
1695578460;1.486234628;1.419030339;16.8;4.9
1695600060;1.935923519;1.688513797;18.7;3.5
1695621660;2.55257465;2.054517367;27.7;0.4
1695643260;2.510874119;2.01862045;23.8;0.4
1695664860;2.941952294;2.616313375;19.4;3.4
1695686460;3.484324172;2.989032531;21.1;1.3
1695708060;3.177999375;2.747998139;27.9;-4.7
1695729660;2.464232681;2.101447178;31.0;-6.0
1695751260;1.786851131;1.604313933;9.6;1.7
1695772860;1.567642644;1.475503722;17.7;1.0
1695794460;0.949781611;0.852467167;23.1;-4.5
1695816060;0.868981558;0.795960533;32.3;-5.1
1695837660;0.976277233;0.963678625;19.8;1.2
1695859260;1.266003006;1.252359336;17.2;0.1
1695880860;0.667562778;0.592496764;21.8;-6.9
1695902460;0.504929889;0.430708864;14.1;-7.1
1695924060;0.481773683;0.432070492;5.8;1.5
1695945660;0.7621535;0.720730231;13.3;1.1
1695967260;0.542716158;0.448136244;7.1;-0.7
1695988860;0.530618003;0.453332003;3.2;0.1
1696010460;0.782177272;0.735571208;3.7;4.5
1696032060;1.529187003;1.438208642;12.4;2.8
1696053660;1.550138689;1.538842536;25.1;-2.1
1696075260;1.674058278;1.572608506;28.5;-4.5
1696096860;1.512316636;1.445136931;15.1;1.4
1696118460;1.907092558;1.699456239;18.4;1.7
1696140060;1.776617378;1.584950675;34.8;-3.8
1696161660;1.4585183;1.353609869;38.1;-4.8
1696183260;1.335166731;1.360933306;23.6;1.6
1696204860;2.024595792;1.812362269;28.4;1.1
1696226460;1.539535825;1.414519717;48.5;-5.1
1696248060;1.028190747;0.905214492;46.4;-5.5
1696269660;0.998505956;0.966769264;22.1;0.5
1696291260;2.208251458;1.890800011;27.6;0.8
1696312860;1.539312397;1.225481764;72.5;-5.5
1696334460;2.377206858;1.922044581;71.1;-7.1
1696356060;2.608157506;2.080352428;43.3;-0.9
1696377660;2.579697733;2.096176333;40.1;-0.5
1696399260;0.967771869;0.766146494;64.6;-6.4
1696420860;0.54165525;0.443896161;17.3;-5.8
1696442460;0.580653611;0.538690272;8.7;1.7
1696464060;1.088033831;1.055003675;24.4;0.5
1696485660;0.691027503;0.594833028;55.7;-6.9
1696507260;0.518958844;0.433722947;21.0;-8.1
1696528860;0.651723358;0.575244003;6.2;0.4
1696550460;1.237014964;1.168124914;18.1;-1.0
1696572060;1.130349703;0.991717681;36.8;-7.4
1696593660;1.082623592;0.985547908;22.0;-8.1
1696615260;1.620522406;1.473317233;20.0;-2.3
1696636860;2.990421742;2.293914389;36.4;-3.4
1696658460;1.964307497;1.654287069;77.7;-9.0
1696680060;0.903265253;0.760260781;44.3;-8.9
1696701660;1.039845172;0.967828789;19.5;-1.2
1696723260;2.965509764;2.245315972;34.7;-3.5
1696744860;1.335168544;1.020966786;34.5;-9.2
1696766460;0.314759986;0.179800764;25.2;-10.3
1696788060;0.422648833;0.345302686;3.5;-0.2
1696809660;0.883925039;0.826949458;11.2;0.0
1696831260;0.747329008;0.594131758;19.6;-3.0
1696852860;0.481410075;0.402130022;1.6;-1.1
1696874460;0.519773903;0.479079644;2.2;3.8
1696896060;0.874198789;0.803672278;10.9;2.2
1696917660;0.713274422;0.590565083;16.4;-1.9
1696939260;0.531811431;0.436173189;8.7;-3.0
1696960860;0.580905097;0.518252714;3.2;4.2
1696982460;0.883447136;0.795960828;12.3;2.4
1697004060;0.709012947;0.590565083;10.1;-1.4
1697025660;0.609114292;0.436173189;8.3;-1.8
1697047260;0.642283892;0.518252714;3.5;4.5
1697068860;0.998936664;0.795960828;11.4;3.0
1697090460;0.846226925;0.590443217;39.8;-0.5
1697112060;0.647323142;0.4988817;43.4;-0.4
1697133660;0.754039778;0.569471375;43.8;-0.5
1697155260;1.118457669;0.816532344;44.3;-0.7
1697176860;0.956740117;0.829832739;44.4;-1.2
1697198460;0.825041189;0.700424581;44.6;0.2
1697220060;0.974044825;0.873622486;44.6;5.2
1697241660;1.136385694;1.016388044;44.3;4.4
1697263260;1.200722711;1.069315997;45.2;1.3
1697284860;1.229797311;1.082011344;46.1;0.2
1697306460;1.308279675;1.240950494;46.7;5.2
1697328060;1.926578222;1.681746589;46.7;4.2
1697349660;2.361183889;1.967420547;46.9;1.3
1697371260;2.365229683;1.948554481;48.2;1.2
1697392860;2.555685594;2.124423214;49.3;7.4
1697414460;2.925872517;2.4843681;49.8;4.9
1697436060;3.132753708;2.710284739;50.3;1.2
1697457660;3.889654125;3.928709036;50.1;0.7
1697479260;4.007140278;3.921401297;51.0;5.5
1697500860;3.923355633;3.826687311;50.2;3.7
1697522460;3.859284494;3.684466508;49.8;0.8
1697544060;4.788546747;4.797208903;49.5;0.7
1697565660;4.580438853;4.401483625;47.8;4.8
1697587260;4.599856381;4.129110358;47.6;1.3
1697608860;5.570058442;5.024604011;49.9;-2.7
1697630460;5.957016181;4.418532653;48.0;-3.2
1697652060;5.016960253;4.225608533;47.3;1.5
1697673660;3.562828781;3.277789086;47.8;-1.6
1697695260;5.690115467;4.936011961;47.9;-3.4
1697716860;5.62484905;4.695354503;47.9;-2.1
1697738460;4.364430683;3.866515825;49.6;2.2
1697760060;4.741619183;3.234478211;48.3;1.7
1697781660;3.950497189;2.911564272;48.9;-3.4
1697803260;2.793431778;2.126729389;47.3;-4.1
1697824860;2.462828697;2.072897297;47.1;1.9
1697846460;3.216774311;2.680925189;45.1;2.6
1697868060;2.283842061;1.813701542;44.7;-3.4
1697889660;2.422186711;1.950704761;44.7;-3.7
1697911260;2.940772228;2.654623419;45.4;2.5
1697932860;4.837007722;4.565472181;45.8;2.7
1697954460;5.9950269;4.573906925;45.4;-2.2
1697976060;6.312291944;4.220205675;45.8;-0.3
1697997660;5.1425219;4.167314333;46.5;3.8
1698019260;5.733799875;3.413801617;46.0;2.0
1698040860;5.877276789;4.073927722;46.4;-3.1
1698062460;4.829069433;4.000682478;49.8;-3.4
1698084060;2.929407806;2.390616539;48.1;1.5
1698105660;3.996511956;2.975855953;47.8;1.6
1698127260;1.446263639;1.163739531;47.7;-3.6
1698148860;0.572452069;0.477186464;46.5;-1.9
1698170460;0.821014042;0.760237139;46.1;2.5
1698192060;1.980972892;1.747130842;47.0;1.8
1698213660;1.342236894;1.195915925;47.6;-2.7
1698235260;1.045988969;0.921654797;46.9;-2.7
1698256860;0.899199481;0.820857881;46.3;2.4
1698278460;1.537744056;1.396588325;47.6;2.0
1698300060;0.771483597;0.649685494;47.6;-5.7
1698321660;0.542834786;0.457288492;47.4;-5.4
1698343260;0.581058306;0.527106322;47.9;0.9
1698364860;1.076429983;0.941703997;49.1;0.0
1698386460;0.712279528;0.592701353;48.0;-7.9
1698408060;0.607998586;0.503816561;47.8;-9.2
1698429660;1.103257922;0.99674335;47.9;-2.4
1698451260;1.826594772;1.64757775;48.3;-4.5
1698472860;1.013917811;0.816735883;48.7;-10.3
1698494460;0.541717519;0.480636617;48.9;-10.5
1698516060;0.554829706;0.588648775;48.9;-3.5
1698537660;1.496999633;1.464325817;48.4;-3.6
1698559260;0.9794028;0.873136575;45.3;-8.6
1698580860;0.410454719;0.2938414;40.6;-9.0
1698602460;0.582046903;0.565797208;39.5;-3.1
1698624060;1.605723956;1.439027453;37.8;-3.2
1698645660;1.243422014;1.081651361;35.8;-9.0
1698667260;0.606138047;0.493117819;36.7;-9.2
1698688860;0.622462311;0.605268056;37.4;-1.9
1698710460;1.481683419;1.391135281;37.9;-1.8
1698732060;0.865605833;0.726825958;37.6;-7.2
1698753660;0.417244703;0.35320985;36.8;-6.7
1698775260;0.5159711;0.500550997;30.5;0.2
1698796860;1.346232683;1.249100883;32.7;-0.6
1698818460;0.734473878;0.62710045;31.7;-7.7
1698840060;0.513654808;0.456734569;28.9;-8.5
1698861660;0.713767169;0.663193689;28.2;-0.2
1698883260;1.247416133;1.2159077;26.5;-1.6
1698904860;0.843336708;0.719688353;25.3;-8.1
1698926460;0.73338775;0.631274589;24.1;-7.8
1698948060;0.730692156;0.688967056;23.3;-1.3
1698969660;1.160949089;1.098007361;22.5;-2.1
1698991260;0.577854925;0.484460147;21.8;-8.5
1699012860;0.286318536;0.161204044;21.4;-4.3
1699034460;0.442672961;0.369455444;21.2;3.1
1699056060;0.655937383;0.577781892;20.8;2.3
1699077660;0.492157944;0.417439344;21.1;0.3
1699099260;0.430918942;0.369390167;20.4;0.5
1699120860;0.700257844;0.662232167;19.2;4.0
1699142460;2.011756378;1.668431989;17.8;2.0
1699164060;2.284830833;1.976040169;17.8;-3.5
1699185660;2.017356558;1.818206669;16.8;-2.9
1699207260;2.694772403;2.369030122;17.4;3.9
1699228860;2.999040372;2.473086425;16.4;3.7
1699250460;4.523849767;4.263458111;15.5;0.7
1699272060;5.373456025;4.9992667;14.4;0.9
1699293660;4.844002942;4.481332803;22.2;6.1
1699315260;4.691675861;4.698026261;23.7;4.2
1699336860;5.200657047;5.229412286;25.3;0.3
1699358460;5.576032158;5.228865297;23.6;0.9
1699380060;5.137831094;5.311151253;25.7;6.1
1699401660;5.226276556;5.501174356;25.4;5.3
1699423260;4.934836956;5.139230339;25.6;0.5
1699444860;4.816046039;4.8442174;25.6;1.2
1699466460;5.169099831;5.273598081;25.5;6.8
1699488060;4.763983372;5.037281089;25.7;5.2
1699509660;5.416740286;5.333132881;25.7;1.0
1699531260;5.684494347;5.189575767;24.4;1.8
1699552860;5.230263808;5.378127872;24.8;7.0
1699574460;4.857756725;4.943970617;24.8;4.6
1699596060;6.713117389;3.825772403;24.0;-1.3
1699617660;3.838197447;1.479659803;23.9;-3.0
1699639260;0.966352797;0.889278939;23.5;-2.8
1699660860;0.8324432;0.768477272;23.3;-2.1
1699682460;1.939953133;1.780784789;22.7;-3.3
1699704060;2.182397183;2.007805406;22.5;-4.6
1699725660;2.942782039;2.132481606;24.2;-2.6
1699747260;3.169040547;2.899707761;23.9;-0.8
1699768860;2.875676208;2.077700078;23.8;-4.8
1699790460;1.917900075;1.577148239;22.7;-6.9
1699812060;1.902430408;1.641345333;23.5;-1.2
1699833660;3.878497881;3.235069492;23.4;0.4
1699855260;2.717582497;2.066708672;23.5;-5.0
1699876860;1.796090319;1.453114197;24.4;-6.2
1699898460;1.5091073;1.271293419;23.0;-0.9
1699920060;3.026701967;2.378215292;23.8;0.0
1699941660;1.123896375;0.920168411;23.5;-5.2
1699963260;0.548744733;0.456206542;24.5;-5.3
1699984860;1.015748178;0.958250014;23.5;0.0
1700006460;2.083774183;1.866971072;23.3;-0.5
1700028060;0.929671639;0.740060361;23.3;-5.9
1700049660;0.649967906;0.5446927;23.3;-7.6
1700071260;1.109456506;1.030448608;22.2;-0.3
1700092860;2.202633489;1.921489333;21.6;-0.5
1700114460;2.211624561;1.891230008;21.9;-5.3
1700136060;1.869888461;1.641661458;22.0;-5.5
1700157660;1.660984936;1.581843206;22.2;0.5
1700179260;2.190872967;2.030214675;20.6;0.0
1700200860;2.327745872;2.141053461;19.9;-3.8
1700222460;1.739659842;1.608294578;20.4;-4.3
1700244060;1.570186511;1.438489644;21.4;-4.8
1700265660;1.808376439;1.658334147;21.0;-5.3
1700287260;1.176538858;0.988517056;21.4;-6.6
1700308860;0.826014147;0.723682494;21.1;-6.7
1700330460;0.527685811;0.497977686;20.4;-0.2
1700352060;1.159147706;1.127632517;18.5;1.0
1700373660;0.787301467;0.695978597;21.7;-4.8
1700395260;0.502616514;0.429365122;21.6;-3.6
1700416860;0.766395603;0.675800381;23.5;2.9
1700438460;1.379246172;1.294022789;23.8;2.1
1700460060;1.43226725;1.30088645;26.1;-2.5
1700481660;1.475669106;1.217331756;34.8;-1.1
1700503260;1.755850942;1.438932372;39.7;4.9
1700524860;2.285293542;1.974178936;50.1;2.4
1700546460;2.162276825;1.816515808;54.9;-0.5
1700568060;1.586587944;1.422667236;56.9;2.1
1700589660;1.823350894;1.610893317;60.4;6.0
1700611260;2.487251258;2.071960447;60.6;2.0
1700632860;2.320078711;1.939032903;66.1;-2.7
1700654460;1.3187525;1.162673364;70.8;-2.1
1700676060;1.935148931;1.648723517;74.9;4.3
1700697660;3.372198925;2.920832128;75.1;0.4
1700719260;3.029739528;2.557882106;78.1;-1.6
1700740860;2.328950394;1.955344814;56.2;0.7
1700762460;2.527375167;2.218973953;20.7;4.1
1700784060;2.438995039;2.091698419;29.5;1.9
1700805660;1.129786314;0.948939247;22.0;-0.2
1700827260;1.039067875;0.897148928;13.4;0.2
1700848860;2.146409236;1.666368769;23.7;4.8
1700870460;1.961786169;1.684777422;26.0;3.1
1700892060;1.07028905;0.946941389;20.2;-0.1
1700913660;0.695755572;0.578193517;10.3;0.9
